Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9,Var1_10,Var1_11,Var1_12,Var1_13,Var1_14,Var1_15,Var1_16,Var1_17,Var1_18,Var1_19,Var1_20,Var1_21,Var1_22,Var1_23,Var1_24,Var1_25,Var1_26,Var1_27,Var1_28,Var1_29,Var1_30,Var1_31,Var1_32,Var1_33,Var1_34,Var1_35,Var1_36,Var1_37,Var1_38,Var1_39,Var1_40,Var1_41,Var1_42,Var1_43,Var1_44,Var1_45,Var1_46,Var1_47,Var1_48,Var1_49,Var1_50,Var1_51,Var1_52,Var1_53,Var1_54,Var1_55,Var1_56,Var1_57,Var1_58,Var1_59,Var1_60,Var1_61,Var1_62,Var1_63,Var1_64,Var1_65,Var1_66,Var1_67,Var1_68,Var1_69,Var1_70,Var1_71,Var1_72,Var1_73,Var1_74,Var1_75,Var1_76,Var1_77,Var1_78,Var1_79,Var1_80,Var1_81,Var1_82,Var1_83,Var1_84,Var1_85,Var1_86,Var1_87,Var1_88,Var1_89,Var1_90,Var1_91,Var1_92,Var1_93,Var1_94,Var1_95,Var1_96,Var1_97,Var1_98,Var1_99,Var1_100,Var1_101,Var1_102,Var1_103,Var1_104,Var1_105,Var1_106,Var1_107,Var1_108,Var1_109,Var1_110,Var1_111,Var1_112,Var1_113,Var1_114,Var1_115,Var1_116,Var1_117,Var1_118,Var1_119,Var1_120,Var1_121,Var2,Var3,Var4_1,Var4_2,Var4_3
0.262745098039216,0.270588235294118,0.270588235294118,0.274509803921569,0.27843137254902,0.266666666666667,0.270588235294118,0.262745098039216,0.286274509803922,0.266666666666667,0.274509803921569,0.27843137254902,0.258823529411765,0.262745098039216,0.262745098039216,0.262745098039216,0.262745098039216,0.270588235294118,0.266666666666667,0.262745098039216,0.258823529411765,0.262745098039216,0.27843137254902,0.266666666666667,0.262745098039216,0.266666666666667,0.266666666666667,0.262745098039216,0.262745098039216,0.290196078431373,0.274509803921569,0.258823529411765,0.262745098039216,0.258823529411765,0.254901960784314,0.262745098039216,0.27843137254902,0.266666666666667,0.254901960784314,0.254901960784314,0.258823529411765,0.258823529411765,0.262745098039216,0.262745098039216,0.262745098039216,0.258823529411765,0.258823529411765,0.258823529411765,0.262745098039216,0.4099142,0.05997946,0.6919395,0,0.6201071,0.5092537,0.5094035,0,0.5021608,0.6945434,0.05299488,0,0.3371075,0.4946125,0.03688739,0,0.05001402,0.03647028,0.03020796,0,0.0466753,0.0419609,0.03929283,0,0.0511061,0.05720088,0.04988945,0,0.2726515,0.06056675,0.5026064,0,-2.24082833748968,1.25681095009657,2.79679292420632,1.99506199650791,2.61002229907796,-0.317299820754554,0.794073585472713,0.912529368616937,0.0999610326801765,0.508429894466693,-0.264139523597982,0.207494875390676,0.54987407064062,0.666609706213252,-0.0707135693657238,-0.673162725253378,0.280710926910033,1.05098377636318,0.459563072134984,0.951647038808817,-1.93516651018254,-1.58153331466671,1.22605715024512,1.7365676193083,2.75798997190342,-0.720601509744921,-0.822651321668436,-0.14979235457494,0.507297836628197,0.700503713265569,0.0390981639877795,0.340662483291276,0.46104196733977,0.723408269468917,0.202330426474576,-0.443762594223661,0.263195549094624,0.666939534918939,1.05026865341546,1.15829496887989,3,4,0.211764705882353,0.23921568627451,0.525490196078431
0.258823529411765,0.258823529411765,0.258823529411765,0.258823529411765,0.258823529411765,0.258823529411765,0.258823529411765,0.266666666666667,0.270588235294118,0.262745098039216,0.266666666666667,0.262745098039216,0.258823529411765,0.250980392156863,0.258823529411765,0.262745098039216,0.258823529411765,0.258823529411765,0.258823529411765,0.250980392156863,0.250980392156863,0.262745098039216,0.258823529411765,0.258823529411765,0.258823529411765,0.254901960784314,0.254901960784314,0.258823529411765,0.266666666666667,0.262745098039216,0.258823529411765,0.258823529411765,0.258823529411765,0.254901960784314,0.254901960784314,0.258823529411765,0.254901960784314,0.250980392156863,0.254901960784314,0.258823529411765,0.250980392156863,0.247058823529412,0.258823529411765,0.258823529411765,0.254901960784314,0.254901960784314,0.250980392156863,0.247058823529412,0.247058823529412,0.6610984,0.2851226,0,0,0.5361311,0.4993345,0,0,0.1302004,0.5130727,0,0,0.09272836,0.3700105,0,0,0.05221296,0.1305278,0,0,0.06858657,0.2377738,0,0,0.07787806,0.2977647,0,0,0.4862781,0.3270798,0,0,-0.475282091465867,1.2123622928475,-0.833183392439492,-2.00091897110772,1.32719395954409,-0.110109806102216,0.348392170610586,-0.588623585008196,0.218532169592539,1.8467048758477,-0.0298396262818978,-0.162981652793954,-0.236922535171166,0.513131851332739,0.229271082986415,-0.176902855588962,0.0150348120827461,0.724914984659661,0.570408805654477,0.958412097162696,-2.52505797278279,1.50995530807133,3.38872695773431,2.39744869855388,3.15061795263588,0.0484631916196954,0.548148089950642,0.798500056249683,0.956411670694921,1.28222567344073,0.0130071574654389,-0.174006442032651,-0.353969857539688,0.00881700713702747,-0.186451801370385,-0.115602068492928,0.421301622539261,-0.0603224881730378,-0.753868468463407,-0.949911207640246,8,3,0.203921568627451,0.23921568627451,0.509803921568627
0.254901960784314,0.254901960784314,0.258823529411765,0.258823529411765,0.254901960784314,0.258823529411765,0.262745098039216,0.250980392156863,0.250980392156863,0.250980392156863,0.250980392156863,0.250980392156863,0.250980392156863,0.254901960784314,0.250980392156863,0.250980392156863,0.250980392156863,0.247058823529412,0.243137254901961,0.250980392156863,0.250980392156863,0.247058823529412,0.247058823529412,0.247058823529412,0.243137254901961,0.247058823529412,0.247058823529412,0.247058823529412,0.247058823529412,0.247058823529412,0.250980392156863,0.250980392156863,0.250980392156863,0.247058823529412,0.250980392156863,0.247058823529412,0.247058823529412,0.250980392156863,0.250980392156863,0.250980392156863,0.247058823529412,0.254901960784314,0.247058823529412,0.243137254901961,0.243137254901961,0.247058823529412,0.243137254901961,0.243137254901961,0.247058823529412,0.6955571,0.4237199,0.7034207,0.6910337,0.497466,0.3252178,0.507265,0.5109963,0.03809065,0.2070504,0.03411084,0.05638402,0.05511029,0.2257223,0.04038742,0.03885163,0.07690092,0.2791603,0.04007744,0.03025405,0.06855222,0.3728859,0.02161741,0.03934667,0.05017104,0.4190227,0.01064461,0.05015014,0.5011084,0.4778285,0.4928488,0.5016853,0.0459958469183021,0.00162981289900087,-0.49046619570986,0.553683563929379,0.00480866431096776,0.00484104280569002,0.0871621784065811,0.00799918218851866,-0.251766976691005,-0.117504365063324,-0.00317278047882256,-0.057793291310714,0.0600431762926833,-0.110801670575493,-0.0547021573112978,-0.269209970888484,-0.13313963905867,-0.0181667169194042,0.316712513540999,1.19646637693012,-2.55542905109758,-2.30610172355751,1.84151908981226,2.70345261776925,4.35287669252516,-0.16736911504705,-0.117315310041894,0.182343227891202,0.335103994107118,1.16468301946979,-0.00910472745277546,-0.0159088617996642,0.0619523930140144,-0.0818031877960751,-0.354654551812306,0.0178811416383438,0.0366050103168973,-0.154649383072322,0.627014919089933,-0.465608380985421,15,4,0.188235294117647,0.219607843137255,0.501960784313725
0.262745098039216,0.254901960784314,0.258823529411765,0.258823529411765,0.250980392156863,0.262745098039216,0.258823529411765,0.254901960784314,0.250980392156863,0.254901960784314,0.254901960784314,0.262745098039216,0.258823529411765,0.254901960784314,0.250980392156863,0.258823529411765,0.258823529411765,0.254901960784314,0.262745098039216,0.258823529411765,0.250980392156863,0.247058823529412,0.250980392156863,0.250980392156863,0.250980392156863,0.250980392156863,0.254901960784314,0.258823529411765,0.250980392156863,0.250980392156863,0.250980392156863,0.250980392156863,0.247058823529412,0.247058823529412,0.250980392156863,0.254901960784314,0.250980392156863,0.254901960784314,0.250980392156863,0.247058823529412,0.250980392156863,0.247058823529412,0.247058823529412,0.250980392156863,0.247058823529412,0.247058823529412,0.247058823529412,0.250980392156863,0.247058823529412,0.6937048,0.4115636,0.7007319,0.7040941,0.5074481,0.4347426,0.5181763,0.5001382,0.06648881,0.4235481,0.05329297,0.0199337,0.09286547,0.436782,0.04623899,0.02329055,0.09167044,0.3358953,0.03501369,0.0324725,0.04987594,0.1967087,0.01422742,0.02781927,0.02141839,0.1625857,0.006319804,0.02359523,0.4866984,0.3057593,0.4837577,0.5007879,-0.0461828835319819,-0.0172464881060789,0.227782996471152,-1.06755895614902,1.99666512497877,0.0380682174811014,0.0313444721193339,0.138080559005128,-0.128472257570244,0.522714393739618,0.0352764654139699,-0.00452287132046855,-0.0104722703286481,0.284892210626278,-0.146654920135476,-0.184238412477861,0.00249927824686015,0.149061223082862,0.130547638959725,0.848490008381842,-2.53797646147415,-2.27205506368499,1.90307628373197,2.87873280510005,4.85602936971246,-0.286740648663404,-0.152764557776482,0.0309868487200721,0.157434322986392,0.880337742195568,-0.010740824036026,0.00693404684639901,-0.0114937597843987,0.237456293439958,-0.191102746276004,-0.0429493226976801,0.00204945353142164,0.0631885757230449,-0.0259236378034927,0.420413993659118,21,4,0.196078431372549,0.227450980392157,0.509803921568627
0.258823529411765,0.262745098039216,0.258823529411765,0.262745098039216,0.270588235294118,0.262745098039216,0.274509803921569,0.254901960784314,0.258823529411765,0.258823529411765,0.262745098039216,0.258823529411765,0.262745098039216,0.266666666666667,0.250980392156863,0.258823529411765,0.258823529411765,0.258823529411765,0.258823529411765,0.262745098039216,0.266666666666667,0.258823529411765,0.258823529411765,0.262745098039216,0.258823529411765,0.262745098039216,0.270588235294118,0.270588235294118,0.250980392156863,0.254901960784314,0.254901960784314,0.258823529411765,0.258823529411765,0.262745098039216,0.266666666666667,0.247058823529412,0.243137254901961,0.250980392156863,0.254901960784314,0.258823529411765,0.258823529411765,0.258823529411765,0.247058823529412,0.247058823529412,0.247058823529412,0.247058823529412,0.250980392156863,0.262745098039216,0.262745098039216,0.6840935,0.3291949,0.6953541,0.7034538,0.5261343,0.5068969,0.534072,0.5071547,0.1123847,0.5759611,0.08010296,0.03385156,0.1173233,0.4691404,0.04967605,0.04017309,0.08441033,0.2353707,0.02861025,0.04001047,0.03044338,0.0570123,0.01193834,0.02168227,0.01105508,0.03355246,0.008438401,0.01073302,0.4697125,0.1519433,0.4704607,0.4929511,0.0103396584582722,-0.0786601157977196,0.268076472413583,-1.24062653283303,2.06933640161488,-0.0466849370338174,-0.0142946155216111,0.0940237299995901,-0.157660803847757,0.61579462327581,0.0195734107543611,-0.0464289886134314,-0.0584764185717292,0.32059954374318,-0.16060064092117,-0.22809026702585,-0.109489307566777,0.143832116894806,0.00319370807783716,0.842402434450744,-2.40073407263336,-2.2172725460925,1.9651701657052,2.97216117092803,5.06232828660031,-0.127327052257433,0.0123798360507825,0.19811983912478,0.170893561285985,0.857262897425422,0.0635130353411392,-0.0488749427281752,-0.133017334282587,0.291185007635137,-0.184051117671318,0.0303798397155501,0.00675196017910213,0.145523120637913,-0.173240657306039,0.429013305573797,27,4,0.2,0.23921568627451,0.52156862745098
0.274509803921569,0.274509803921569,0.274509803921569,0.274509803921569,0.274509803921569,0.274509803921569,0.274509803921569,0.274509803921569,0.274509803921569,0.262745098039216,0.266666666666667,0.266666666666667,0.274509803921569,0.27843137254902,0.266666666666667,0.266666666666667,0.266666666666667,0.266666666666667,0.270588235294118,0.274509803921569,0.282352941176471,0.266666666666667,0.266666666666667,0.270588235294118,0.274509803921569,0.274509803921569,0.282352941176471,0.286274509803922,0.270588235294118,0.274509803921569,0.282352941176471,0.274509803921569,0.274509803921569,0.27843137254902,0.27843137254902,0.266666666666667,0.266666666666667,0.274509803921569,0.270588235294118,0.266666666666667,0.270588235294118,0.274509803921569,0.258823529411765,0.258823529411765,0.262745098039216,0.266666666666667,0.262745098039216,0.27843137254902,0.294117647058824,0.6779622,0.3129112,0,0,0.5475205,0.5303577,0,0,0.1341667,0.5805469,0,0,0.09942421,0.4532459,0,0,0.05448046,0.199821,0,0,0.02343114,0.08345855,0,0,0.01647425,0.06162613,0,0,0.4570713,0.1662804,0,0,-0.0217502322824588,-0.213676115454444,0.0908575839669193,-1.34513391131569,2.64376086466583,0.0740846644729658,0.054904560726107,-0.0853305594374128,-0.271663862322567,0.845920190805928,0.0140764029568982,0.133640872377557,0.00571086076991774,0.348715583886821,-0.145794205707455,0.0110801339855868,0.273812197536757,0.0763280520133212,-0.244261755361019,0.609980802288788,-2.54020151644285,1.99614501978878,4.51074588135442,3.44971272885057,4.98195166331843,-0.110587641070668,0.0578080618486988,0.0518806644252147,-0.0765714847014522,0.752123277023571,-0.0703524272914566,-0.00381258787012683,0.0717237358114719,0.381963809942403,-0.326944312911113,-0.0572806203463748,0.0474335595103313,0.0549903152184925,0.379537343843854,0.261397320656455,33,3,0.207843137254902,0.254901960784314,0.537254901960784
0.294117647058824,0.294117647058824,0.294117647058824,0.294117647058824,0.294117647058824,0.294117647058824,0.294117647058824,0.27843137254902,0.27843137254902,0.286274509803922,0.290196078431373,0.301960784313725,0.309803921568627,0.32156862745098,0.282352941176471,0.282352941176471,0.286274509803922,0.294117647058824,0.309803921568627,0.317647058823529,0.329411764705882,0.286274509803922,0.286274509803922,0.290196078431373,0.294117647058824,0.309803921568627,0.309803921568627,0.325490196078431,0.282352941176471,0.282352941176471,0.286274509803922,0.298039215686275,0.298039215686275,0.305882352941176,0.32156862745098,0.27843137254902,0.27843137254902,0.286274509803922,0.294117647058824,0.290196078431373,0.305882352941176,0.32156862745098,0.282352941176471,0.27843137254902,0.286274509803922,0.286274509803922,0.294117647058824,0.298039215686275,0.313725490196078,0.6162658,0.2043119,0,0,0.5854686,0.5168698,0,0,0.2849619,0.6497054,0,0,0.198495,0.4823301,0,0,0.0764136,0.1431956,0,0,0.01168888,0.05088529,0,0,0.01336696,0.0518201,0,0,0.3881816,0.1027772,0,0,0.176024955054418,0.0161078808305682,0.385874410890725,-1.7582494878127,2.52450980154386,0.0113426709703095,0.0717248117316327,0.169851061285171,-0.473010618533842,1.1959282274949,0.16891266560902,-0.00154959291382727,-0.148209469031844,0.180207452694155,0.0395844738756184,-0.053218241658236,0.0151482054467143,0.0385640212004516,-0.172049087046105,0.701885170017723,-2.8140265560432,2.34406330070388,5.2439170956509,3.96039924678934,5.68888430661312,-0.168164813954265,0.0307840059968955,-0.0663923840084822,0.0959664792030353,0.963128281358756,-0.113803097358658,0.0783622590059804,-0.191730760941811,0.0320119260820375,-0.367156590151679,-0.0575660333743456,0.211948053819777,-0.143476093722864,-0.261680338090287,-0.266359581372524,40,3,0.231372549019608,0.27843137254902,0.549019607843137
0.349019607843137,0.368627450980392,0.4,0.415686274509804,0.423529411764706,0.423529411764706,0.443137254901961,0.356862745098039,0.376470588235294,0.415686274509804,0.427450980392157,0.435294117647059,0.435294117647059,0.435294117647059,0.349019607843137,0.380392156862745,0.415686274509804,0.419607843137255,0.423529411764706,0.423529411764706,0.419607843137255,0.345098039215686,0.368627450980392,0.388235294117647,0.407843137254902,0.411764705882353,0.411764705882353,0.411764705882353,0.341176470588235,0.356862745098039,0.372549019607843,0.388235294117647,0.403921568627451,0.415686274509804,0.407843137254902,0.325490196078431,0.341176470588235,0.364705882352941,0.388235294117647,0.403921568627451,0.415686274509804,0.4,0.317647058823529,0.337254901960784,0.356862745098039,0.376470588235294,0.4,0.415686274509804,0.411764705882353,0.5287193,0.09286144,0.6543757,0.6519368,0.587418,0.5098613,0.5940688,0.5829422,0.4012933,0.6970063,0.2026086,0.2234155,0.3122653,0.4902297,0.1045079,0.1369541,0.114483,0.07139636,0.02287081,0.05402685,0.01123028,0.002370996,0.004351418,0.004804139,0.000677118,0.0007716097,0.0001272109,0.003714641,0.3218963,0.01309556,0.4078732,0.4043884,-0.0312883505632119,0.157695362327293,0.75405514532483,-1.32319068984372,3.45704827004429,-0.102467964082764,0.0211506026914485,0.433446716408817,-0.341387961242883,1.44507874102265,-0.097096027675253,0.0631324647609305,0.0919440944859872,0.633357278184845,-0.066070866732681,-0.502852626122478,0.0516840500088851,0.450143797770958,0.252219006868699,1.37552658390801,-4.00163159176287,-3.38170269148768,2.98994649766215,4.33424952238299,7.40546102532187,-0.390036844603533,-0.349397297511302,0.0811634973427349,0.403264806214618,1.29269502026384,0.0718132545614652,0.107969520242707,0.0272049447643515,0.477214588478329,-0.258303566346666,0.205327640188814,0.317087861734747,0.525012406555033,0.682257684769981,0.201199291534239,47,4,0.356862745098039,0.388235294117647,0.627450980392157
0.447058823529412,0.447058823529412,0.447058823529412,0.447058823529412,0.447058823529412,0.447058823529412,0.447058823529412,0.423529411764706,0.443137254901961,0.43921568627451,0.43921568627451,0.454901960784314,0.466666666666667,0.490196078431373,0.435294117647059,0.435294117647059,0.435294117647059,0.43921568627451,0.454901960784314,0.466666666666667,0.482352941176471,0.423529411764706,0.419607843137255,0.427450980392157,0.447058823529412,0.462745098039216,0.470588235294118,0.490196078431373,0.411764705882353,0.411764705882353,0.427450980392157,0.443137254901961,0.454901960784314,0.474509803921569,0.494117647058824,0.415686274509804,0.407843137254902,0.423529411764706,0.435294117647059,0.454901960784314,0.482352941176471,0.498039215686275,0.415686274509804,0.4,0.419607843137255,0.43921568627451,0.454901960784314,0.47843137254902,0.501960784313725,0.593312,0.1393593,0,0,0.6153027,0.5447302,0,0,0.3123615,0.6842692,0,0,0.195588,0.4596576,0,0,0.04491526,0.05582952,0,0,0.00678747,0.001845124,0,0,0.0001876812,4.36284e-05,0,0,0.3626228,0.03490147,0,0,0.0238693361347665,-0.0355233148006121,-0.194375094003311,-1.99883533874373,3.16815541954492,-0.0105080790937565,0.107902841519309,-0.156374408385829,-0.646593169112933,1.48596610643426,0.0150324601669809,-0.106058230620451,-0.207184401112157,0.231348985604748,-0.0120770571435608,-0.193690773412696,0.0858100040923756,0.298954070007264,-0.192751822287472,1.20498946332213,-4.36388786231256,3.1348196598316,7.28042515479118,5.37843814064403,7.53194017382678,-0.1590731025289,0.229198983872669,0.353529553344278,0.580967220903908,1.56507407590082,0.104666109095004,0.0645704610232088,-0.0492390447026061,0.55325047022159,0.0629412464296185,0.190351217949676,0.0860203967218241,-0.228901392656022,-0.313868476711168,-0.256348025964121,52,3,0.396078431372549,0.431372549019608,0.654901960784314
0.541176470588235,0.541176470588235,0.541176470588235,0.541176470588235,0.541176470588235,0.541176470588235,0.541176470588235,0.490196078431373,0.501960784313725,0.517647058823529,0.529411764705882,0.537254901960784,0.541176470588235,0.568627450980392,0.482352941176471,0.513725490196078,0.529411764705882,0.537254901960784,0.541176470588235,0.549019607843137,0.572549019607843,0.490196078431373,0.509803921568627,0.52156862745098,0.541176470588235,0.552941176470588,0.556862745098039,0.568627450980392,0.494117647058824,0.517647058823529,0.537254901960784,0.545098039215686,0.549019607843137,0.552941176470588,0.568627450980392,0.498039215686275,0.52156862745098,0.545098039215686,0.549019607843137,0.552941176470588,0.56078431372549,0.576470588235294,0.501960784313725,0.529411764705882,0.545098039215686,0.556862745098039,0.556862745098039,0.564705882352941,0.588235294117647,0.6231372,0.2068559,0,0,0.6275402,0.5879718,0,0,0.272162,0.668171,0,0,0.1179451,0.401431,0,0,0.008231441,0.04341665,0,0,0.0003235356,0.0002934808,0,0,4.948346e-05,0.0005075493,0,0,0.3603365,0.04489059,0,0,0.0892373120795852,0.0334403824917339,0.413221605913783,-1.66819754446419,3.04505389214821,0.221544369209519,0.121118291554891,0.398843797173393,-0.292868251199653,1.26114260023615,-0.0630588277311064,-0.0105336013545697,-4.36661462530219e-05,0.366115826155489,-0.109389400142597,-0.068982546007946,0.496578356883507,0.47680918687978,-0.226120467847515,1.52845982189445,-5.10354585315329,3.59850314512793,8.39343843510663,6.22344356352073,8.58176689854736,-0.331656588075037,0.044874209585424,0.258280089039285,0.380269124032279,1.70792197926619,0.198974456683854,0.0237912061894959,-0.174774991420743,0.0944247172467611,-0.455468731569989,0.00689455327518214,0.0272686980132761,-0.0378962128046374,0.769763358612902,0.0203977449616284,58,3,0.517647058823529,0.517647058823529,0.713725490196078
